IID,sex,fa,mo,fid,pca1,pca2,pca3,pca4,pca5
1101,1,0,0,1,-0.0316,0.046,-0.0139,0.031,-0.0167
1201,2,0,0,1,-0.0106,0.045,-0.0206,0.0206,-0.0228
1901,1,1101,1201,1,NA,NA,NA,NA,NA
2101,1,0,0,2,-0.0301,0.0391,-0.0083,0.0197,-0.0383
2201,2,0,0,2,-0.0252,0.0326,-0.0277,0.0272,-0.0239
2202,2,0,0,2,-0.0086,0.0272,-0.0277,0.0165,-0.0208
2302,1,2101,2201,2,-0.0274,0.0346,-0.0158,0.0254,-0.0311
2303,2,2101,2201,2,-0.0288,0.0368,-0.019,0.0235,-0.0339
2903,1,2101,2202,2,NA,NA,NA,NA,NA
4101,2,4501,4502,4,0.0096,0.017,-0.0095,0.0177,-0.0064
4201,1,0,0,4,NA,NA,NA,NA,NA
4301,2,4201,4101,4,0.0026,0.0108,-0.0072,0.0131,0.0087
4302,2,4201,4101,4,-0.008,0.0132,-0.0082,0.014,-0.003
4303,1,4201,4101,4,NA,NA,NA,NA,NA
4501,1,4922,4923,4,NA,NA,NA,NA,NA
4502,2,4921,4506,4,-0.0322,0.0393,-0.0183,0.0267,-0.0149
4506,2,0,0,4,-0.0163,0.037,-0.0267,0.0343,-0.0228
4601,2,4501,4502,4,0.0138,0.0105,-0.0101,0.0154,-0.0022
4801,2,4921,4506,4,NA,NA,NA,NA,NA
4802,2,4921,4506,4,NA,NA,NA,NA,NA
4803,1,4921,4506,4,-0.0319,0.0389,-0.0213,0.0242,-0.0203
4806,1,4922,4923,4,0.0617,-0.0106,-0.0012,0.0064,5.00E-04
4901,2,4924,4911,4,NA,NA,NA,NA,NA
4902,2,4924,4911,4,NA,NA,NA,NA,NA
4903,1,4803,4910,4,-0.0349,0.0444,-0.0022,0.0158,-0.0146
4904,2,4806,4920,4,0.0214,7.00E-04,-0.006,0.0027,0.0061
4905,1,4806,4920,4,0.0224,-0.0085,-0.0059,-0.0012,0.0116
4906,2,4924,4911,4,NA,NA,NA,NA,NA
4907,1,4806,4920,4,NA,NA,NA,NA,NA
4908,2,4909,4801,4,-0.0083,0.029,-0.0211,0.0239,-0.0109
4909,1,0,0,4,NA,NA,NA,NA,NA
4910,2,4924,4911,4,-0.0377,0.0521,0.0194,0.0074,-0.0076
4911,2,0,0,4,-0.027,0.0368,-0.025,0.0289,-0.0254
4912,2,4924,4911,4,-0.0348,0.0504,0.0266,0.0038,-4.00E-04
4913,2,4924,4911,4,NA,NA,NA,NA,NA
4914,1,4926,4906,4,NA,NA,NA,NA,NA
4915,2,4925,4913,4,-0.0284,0.0285,0.0097,0.0077,-0.005
4916,2,4918,4908,4,-0.0185,0.0241,-0.0125,0.0208,-0.0168
4917,1,4918,4908,4,NA,NA,NA,NA,NA
4918,1,0,0,4,NA,NA,NA,NA,NA
4919,2,4806,4920,4,0.0118,-0.0044,-0.0102,-0.0025,0.0061
4920,2,0,0,4,NA,NA,NA,NA,NA
4921,1,0,0,4,NA,NA,NA,NA,NA
4922,1,0,0,4,NA,NA,NA,NA,NA
4923,2,0,0,4,NA,NA,NA,NA,NA
4924,1,0,0,4,NA,NA,NA,NA,NA
4925,1,0,0,4,NA,NA,NA,NA,NA
4926,1,0,0,4,NA,NA,NA,NA,NA
5101,2,5924,47604,5,NA,NA,NA,NA,NA
5201,1,0,0,5,NA,NA,NA,NA,NA
5302,2,5201,5101,5,NA,NA,NA,NA,NA
5601,1,5924,47604,5,-0.0227,0.026,-0.0091,0.014,-0.0108
5603,1,5924,47604,5,-0.0221,0.0256,-0.0132,0.0054,-0.008
5604,2,5924,47604,5,-0.0241,0.0271,-0.0136,0.0057,-0.0141
5704,1,5909,5604,5,NA,NA,NA,NA,NA
5706,2,65708,65901,5,-0.0151,-0.0103,-0.0171,0.0114,0.0391
5707,2,65708,65901,5,-0.0164,-0.011,-0.0287,0.0155,0.0457
5708,2,65708,65901,5,NA,NA,NA,NA,NA
5804,2,5926,5927,5,-0.0212,0.0244,-0.0109,0.0142,-0.0101
5901,2,0,0,5,NA,NA,NA,NA,NA
5902,2,5925,5901,5,-0.0223,0.0103,-0.0118,0.015,0.0014
5903,2,5917,5918,5,-0.0318,0.0481,0.0305,0.005,-0.0014
5904,2,5919,5920,5,-0.033,0.0598,0.0497,0.003,0.0049
5905,1,5917,5918,5,-0.0272,0.0411,0.0182,0.0049,-0.0029
5906,2,0,0,5,0.0026,0.0017,-0.001,0.0063,-0.0126
5907,1,5917,5918,5,-0.0258,0.0421,0.0189,0.0066,7.00E-04
5908,2,5907,5906,5,NA,NA,NA,NA,NA
5909,1,0,0,5,-0.0331,0.043,-0.0137,0.0209,-0.0171
5910,1,5907,5906,5,-0.0171,0.0225,0.0166,0.0083,-0.0018
5917,1,5926,5927,5,NA,NA,NA,NA,NA
5918,2,5919,5920,5,NA,NA,NA,NA,NA
5919,1,0,0,5,NA,NA,NA,NA,NA
5920,2,0,0,5,NA,NA,NA,NA,NA
5921,1,0,0,5,NA,NA,NA,NA,NA
5922,2,5926,5927,5,NA,NA,NA,NA,NA
5923,1,5601,5902,5,NA,NA,NA,NA,NA
5924,1,0,0,5,NA,NA,NA,NA,NA
5925,1,0,0,5,NA,NA,NA,NA,NA
5926,1,0,0,5,NA,NA,NA,NA,NA
5927,2,0,0,5,NA,NA,NA,NA,NA
9991,1,0,0,5,NA,NA,NA,NA,NA
9992,2,0,0,5,NA,NA,NA,NA,NA
47601,1,5926,5927,5,-0.0151,0.0203,-0.0099,0.0121,-0.0071
47604,2,5926,5927,5,NA,NA,NA,NA,NA
65101,2,5926,5927,5,-0.0208,0.0242,-0.0163,0.0142,-0.0085
65302,2,65915,65101,5,NA,NA,NA,NA,NA
65602,2,5926,5927,5,-0.0205,0.0224,-0.014,0.015,-0.0024
65702,2,65902,5804,5,NA,NA,NA,NA,NA
65706,2,5921,5922,5,NA,NA,NA,NA,NA
65708,1,5924,47604,5,NA,NA,NA,NA,NA
65709,2,65916,65917,5,-0.0244,0.0128,-0.0081,0.0101,-0.0221
65720,1,5917,5918,5,-0.0153,0.0418,0.0107,0.004,-0.0044
65901,2,0,0,5,-0.0183,-0.0479,-0.0399,0.0282,0.1115
65902,1,0,0,5,-0.0131,0.0409,-0.0245,0.0315,-0.0198
65903,1,5921,5922,5,NA,NA,NA,NA,NA
65904,1,5921,5922,5,NA,NA,NA,NA,NA
65915,1,65918,65919,5,NA,NA,NA,NA,NA
65916,1,0,0,5,NA,NA,NA,NA,NA
65917,2,65918,65919,5,NA,NA,NA,NA,NA
65918,1,0,0,5,NA,NA,NA,NA,NA
65919,2,0,0,5,NA,NA,NA,NA,NA
7101,2,7501,7917,7,-0.0289,0.0309,-0.0119,0.0184,-0.0183
7501,1,7915,7916,7,-0.0267,0.0341,-0.0148,0.0256,-0.0198
7602,1,7501,7917,7,NA,NA,NA,NA,NA
7603,1,7501,7917,7,-0.0293,0.0296,-0.0106,0.0182,-0.015
7801,1,7915,7916,7,-0.0317,0.0357,-0.0109,0.0225,-0.0162
7802,1,7915,7916,7,NA,NA,NA,NA,NA
7803,2,7915,7916,7,NA,NA,NA,NA,NA
7807,1,7919,7920,7,-0.0264,0.0251,-0.0079,0.0099,-0.013
7901,1,7807,7902,7,-0.0285,0.0307,-0.0068,0.0143,-0.0115
7902,2,0,0,7,-0.0379,0.0552,-0.0507,0.0994,-0.0378
7903,2,7801,7908,7,NA,NA,NA,NA,NA
7904,2,7918,7803,7,NA,NA,NA,NA,NA
7905,2,7918,7803,7,NA,NA,NA,NA,NA
7906,2,7918,7803,7,-0.025,0.0302,-0.0135,0.0186,-0.0148
7907,1,7801,7908,7,-0.0191,0.0319,-0.0338,0.0531,-0.017
7908,2,0,0,7,-0.0307,0.0411,-0.0589,0.0864,-0.0047
7909,2,0,0,7,-0.0334,0.0516,-0.0669,0.1184,-0.0274
7910,2,7802,7909,7,-0.0343,0.048,-0.0402,0.0772,-0.0237
7911,1,7802,7909,7,-0.0326,0.0419,-0.0435,0.0801,-0.0273
7912,1,7802,7909,7,NA,NA,NA,NA,NA
7913,2,7802,7909,7,-0.0352,0.0476,-0.0399,0.0841,-0.0275
7914,2,7802,7909,7,NA,NA,NA,NA,NA
7915,1,0,0,7,NA,NA,NA,NA,NA
7916,2,0,0,7,NA,NA,NA,NA,NA
7917,2,7919,7920,7,NA,NA,NA,NA,NA
7918,1,0,0,7,NA,NA,NA,NA,NA
7919,1,0,0,7,NA,NA,NA,NA,NA
7920,2,0,0,7,NA,NA,NA,NA,NA
9101,2,9906,9907,9,0.0468,0.0118,-0.0033,0.0057,-0.0093
9201,1,0,0,9,5.00E-04,0.039,-0.0257,0.0301,-0.0377
9301,2,9201,9101,9,0.0311,0.0282,-0.0137,0.0171,-0.0228
9302,2,9201,9101,9,0.0126,0.0267,-0.0154,0.0198,-0.0265
9602,2,9906,9907,9,NA,NA,NA,NA,NA
9603,2,9906,9907,9,0.0375,0.0136,-0.0085,0.0071,-0.0036
9604,2,9906,9907,9,NA,NA,NA,NA,NA
9605,1,9906,9907,9,NA,NA,NA,NA,NA
9703,1,9605,9909,9,0.0049,0.0245,-0.0057,0.0083,-0.0054
9705,2,9605,9909,9,0.0082,0.0186,-0.0035,0.0107,-0.0064
9706,2,9908,9901,9,0.0143,-0.0268,-0.016,0.011,0.0389
9707,2,9908,9901,9,NA,NA,NA,NA,NA
9708,2,9908,9901,9,-0.0031,-0.0298,-0.0175,0.006,0.0513
9901,2,0,0,9,NA,NA,NA,NA,NA
9903,2,9915,9914,9,0.0121,0.0238,-3.00E-04,0.0048,-0.0079
9904,2,9916,9903,9,NA,NA,NA,NA,NA
9906,1,9910,9911,9,NA,NA,NA,NA,NA
9907,2,0,0,9,NA,NA,NA,NA,NA
9908,1,9906,9907,9,NA,NA,NA,NA,NA
9909,2,0,0,9,NA,NA,NA,NA,NA
9910,1,9912,9913,9,NA,NA,NA,NA,NA
9911,2,0,0,9,NA,NA,NA,NA,NA
9912,1,0,0,9,NA,NA,NA,NA,NA
9913,2,0,0,9,NA,NA,NA,NA,NA
9914,2,9912,9913,9,NA,NA,NA,NA,NA
9915,1,0,0,9,NA,NA,NA,NA,NA
9916,1,0,0,9,NA,NA,NA,NA,NA
11101,1,11501,11502,11,NA,NA,NA,NA,NA
11201,2,0,0,11,-0.0206,0.0411,-0.0066,0.0274,-0.0252
11301,2,11101,11201,11,NA,NA,NA,NA,NA
11501,1,0,0,11,NA,NA,NA,NA,NA
11502,2,62904,62905,11,NA,NA,NA,NA,NA
11602,2,11501,11502,11,NA,NA,NA,NA,NA
11702,2,11913,11602,11,-0.0296,0.0289,-0.0085,0.0076,-0.0174
11802,1,62904,62905,11,NA,NA,NA,NA,NA
11804,2,62904,62905,11,-0.016,0.0064,-0.0028,0.0023,-0.0092
11805,2,62904,62905,11,NA,NA,NA,NA,NA
11806,1,62904,62905,11,-0.011,0.011,-0.0044,0.0042,-0.0161
11901,1,11806,11910,11,-0.0152,0.0215,9.00E-04,0.0052,-0.0124
11902,2,11802,11909,11,-0.022,0.0187,-0.0108,0.0052,-0.0189
11903,1,11806,11910,11,-0.0174,0.0175,-0.0021,0.0049,-0.0126
11909,2,0,0,11,NA,NA,NA,NA,NA
11910,2,0,0,11,NA,NA,NA,NA,NA
11911,1,11912,11805,11,-0.0191,0.0118,-0.0106,0.0161,-0.0058
11912,1,0,0,11,NA,NA,NA,NA,NA
11913,1,0,0,11,NA,NA,NA,NA,NA
44101,2,44909,44502,11,-0.039,0.0795,0.1383,-0.0334,0.0452
44201,1,44910,44911,11,-0.0351,0.0533,0.056,-0.0155,0.0086
44301,1,44201,44101,11,NA,NA,NA,NA,NA
44502,2,44907,44908,11,-0.0329,0.0611,0.0925,-0.0186,0.0282
44601,1,44909,44502,11,-0.041,0.0784,0.1356,-0.0343,0.0405
44801,1,44907,44908,11,-0.0304,0.0585,0.0942,-0.0217,0.0282
44802,1,44907,44908,11,-0.0364,0.0702,0.1133,-0.0284,0.0358
44803,2,44907,44908,11,NA,NA,NA,NA,NA
44804,2,0,0,11,0.0958,0.0359,-0.0047,0.0029,-0.0538
44805,2,44907,44908,11,-0.0368,0.069,0.1024,-0.0252,0.0317
44901,1,44802,44804,11,NA,NA,NA,NA,NA
44902,2,44910,44911,11,-0.0335,0.0556,0.0557,-0.0156,0.0077
44903,2,0,0,11,-0.0368,-0.0124,-0.037,-0.0084,0.0622
44904,1,44912,44903,11,NA,NA,NA,NA,NA
44905,2,44913,44803,11,NA,NA,NA,NA,NA
44906,1,76903,44805,11,-0.0449,0.1038,0.1872,-0.0469,0.0641
44907,1,0,0,11,NA,NA,NA,NA,NA
44908,2,0,0,11,NA,NA,NA,NA,NA
44909,1,0,0,11,NA,NA,NA,NA,NA
44910,1,0,0,11,NA,NA,NA,NA,NA
44911,2,0,0,11,NA,NA,NA,NA,NA
44912,1,44910,44911,11,NA,NA,NA,NA,NA
44913,1,0,0,11,NA,NA,NA,NA,NA
44914,2,0,0,11,NA,NA,NA,NA,NA
44915,1,44906,44914,11,NA,NA,NA,NA,NA
44916,2,44909,44502,11,-0.033,0.0812,0.1487,-0.0403,0.0401
62101,2,62906,11804,11,NA,NA,NA,NA,NA
62601,2,62906,11804,11,-0.0237,0.0199,-0.005,0.0056,-0.0123
62602,2,62906,11804,11,NA,NA,NA,NA,NA
62603,1,62906,11804,11,NA,NA,NA,NA,NA
62604,1,62906,11804,11,-0.0225,0.0175,0.0035,0.0076,-0.0115
62701,1,76803,62601,11,-0.0226,0.0153,-0.0108,0.0163,-0.0098
62702,2,76803,62601,11,-0.0213,0.018,-0.0113,0.0147,-0.0123
62703,2,76803,62601,11,NA,NA,NA,NA,NA
62705,1,62603,62903,11,-0.0066,0.0167,-0.0124,0.0169,-0.0046
62903,2,0,0,11,0.0131,0.0081,-0.0249,0.0234,0.0014
62904,1,0,0,11,NA,NA,NA,NA,NA
62905,2,0,0,11,NA,NA,NA,NA,NA
62906,1,0,0,11,NA,NA,NA,NA,NA
76101,1,76501,76502,11,-0.0318,0.0232,-0.0114,0.0282,-0.0114
76201,2,76906,76901,11,NA,NA,NA,NA,NA
76501,1,0,0,11,-0.0352,0.0409,-0.0068,0.0436,-0.0201
76502,2,76505,76904,11,-0.0274,0.0156,-0.0168,0.0216,-9.00E-04
76505,1,0,0,11,-0.0298,0.0159,-0.0273,0.0162,-0.0071
76803,1,76505,76904,11,-0.0238,0.0147,-0.0167,0.0232,-0.0076
76807,2,76505,76904,11,NA,NA,NA,NA,NA
76901,2,76903,44805,11,NA,NA,NA,NA,NA
76903,1,0,0,11,-0.0499,0.1209,0.2301,-0.0631,0.0762
76904,2,0,0,11,NA,NA,NA,NA,NA
76905,2,76101,76201,11,NA,NA,NA,NA,NA
76906,1,0,0,11,NA,NA,NA,NA,NA
12101,1,0,0,12,0.0246,0.0145,-0.0259,0.0249,0.003
12201,2,0,0,12,0.1645,-0.0033,-0.0154,0.0397,-0.0012
12301,1,12101,12201,12,NA,NA,NA,NA,NA
14101,2,14501,14904,14,-0.0228,0.0248,-0.017,0.0127,-0.014
14201,1,0,0,14,-0.0283,0.0261,-0.0208,0.0368,-0.0087
14301,2,14201,14101,14,NA,NA,NA,NA,NA
14501,1,14902,14903,14,-0.0247,0.021,-0.0147,0.0086,-0.009
14601,1,14501,14904,14,-0.0219,0.0228,-0.0103,0.0153,-0.015
14602,2,14501,14904,14,-0.021,0.0208,-0.0124,0.0144,-0.0101
14603,2,14501,14904,14,-0.0165,0.0207,-0.0142,0.0112,-0.0131
14701,1,14601,14901,14,-0.0298,0.0389,-0.0081,0.0291,-0.0276
14702,1,14601,14901,14,-0.0314,0.0424,-0.0112,0.0331,-0.0299
14703,2,14905,14602,14,-0.0229,0.0338,-0.0132,0.0192,-0.0162
14704,2,14905,14602,14,NA,NA,NA,NA,NA
14801,1,14902,14903,14,-0.0133,0.0242,-0.0146,0.0132,-0.0045
14901,2,0,0,14,-0.0415,0.0598,-0.009,0.0506,-0.0379
14902,1,0,0,14,NA,NA,NA,NA,NA
14903,2,0,0,14,NA,NA,NA,NA,NA
14904,2,0,0,14,NA,NA,NA,NA,NA
14905,1,0,0,14,NA,NA,NA,NA,NA
9993,1,0,0,15,NA,NA,NA,NA,NA
115101,1,115946,115908,15,0.2181,-0.0027,0.0124,-0.0044,-0.0017
115201,2,9993,115908,15,0.2818,-0.0077,0.0191,-0.0201,0.0084
115301,2,115101,115201,15,0.2404,-0.0074,0.0151,-0.0132,0.0029
115302,1,115101,115201,15,NA,NA,NA,NA,NA
115601,1,115946,115908,15,NA,NA,NA,NA,NA
115602,2,115946,115908,15,NA,NA,NA,NA,NA
115603,2,115946,115908,15,NA,NA,NA,NA,NA
115607,2,115946,115908,15,0.1993,0.0029,0.0084,-0.0068,0.003
115701,2,115601,115907,15,0.2425,-0.005,0.01,-0.0091,-7.00E-04
115703,2,115926,115602,15,0.3005,-0.009,0.0441,-0.0465,0.0169
115704,2,115926,115602,15,0.2962,-0.013,0.0426,-0.042,0.0139
115705,2,115926,115602,15,0.2786,-0.0102,0.0419,-0.0404,0.0143
115706,2,115926,115602,15,NA,NA,NA,NA,NA
115707,1,115926,115602,15,NA,NA,NA,NA,NA
115708,1,115926,115602,15,0.2911,-0.0124,0.0388,-0.0436,0.0139
115709,2,115950,115603,15,0.097,0.01,-0.0021,0.0097,-0.0044
115717,2,115601,115907,15,0.243,-0.0019,0.0106,-0.0103,2.00E-04
115907,2,0,0,15,NA,NA,NA,NA,NA
115908,2,115951,115952,15,0.2956,-0.0109,0.0303,-0.0246,0.0088
115909,1,115951,115952,15,0.2629,-0.0082,0.0168,-0.0244,0.0096
115910,2,115911,115945,15,NA,NA,NA,NA,NA
115911,1,115955,115956,15,0.3021,-0.0046,0.0169,-0.0134,0.001
115912,2,115948,115922,15,NA,NA,NA,NA,NA
115913,1,0,0,15,-0.0204,-0.0048,-0.0196,-0.0066,0.0252
115914,2,115913,115917,15,0.1341,-0.0066,-2.00E-04,-0.0116,0.0123
115915,2,0,0,15,0.2555,0.0093,0.0171,-0.0251,-0.0156
115916,2,115947,115915,15,0.2836,-3.00E-04,0.019,-0.0273,-0.0057
115917,2,115911,115945,15,0.2862,-0.0091,0.0204,-0.0179,0.003
115918,1,115941,115923,15,0.3029,-0.0128,0.0173,-0.0396,0.0241
115920,2,115943,115944,15,0.2768,-0.0038,0.0116,-0.0128,-0.0041
115921,2,11594099,115910,15,0.2917,-0.0067,0.0225,-0.0097,0.0066
115922,2,0,0,15,0.2653,-0.0093,0.043,-0.0341,-0.0247
115923,2,0,0,15,0.3103,-0.0134,0.0101,-0.0579,0.0418
115924,1,11594099,115910,15,0.272,-0.0061,0.0233,-0.0111,0.0042
115925,2,11594099,115910,15,0.282,-0.0027,0.02,-0.0112,9.00E-04
115926,1,0,0,15,0.3747,-0.0216,0.0721,-0.0803,0.0266
115941,1,115911,115945,15,NA,NA,NA,NA,NA
115943,1,115955,115956,15,NA,NA,NA,NA,NA
115944,2,0,0,15,NA,NA,NA,NA,NA
115945,2,115953,115954,15,NA,NA,NA,NA,NA
115946,1,115953,115954,15,NA,NA,NA,NA,NA
115947,1,115911,115945,15,NA,NA,NA,NA,NA
115948,1,115911,115945,15,NA,NA,NA,NA,NA
115950,1,0,0,15,NA,NA,NA,NA,NA
115951,1,0,0,15,NA,NA,NA,NA,NA
115952,2,0,0,15,NA,NA,NA,NA,NA
115953,1,0,0,15,NA,NA,NA,NA,NA
115954,2,0,0,15,NA,NA,NA,NA,NA
115955,1,0,0,15,NA,NA,NA,NA,NA
115956,2,0,0,15,NA,NA,NA,NA,NA
11594099,1,0,0,15,NA,NA,NA,NA,NA
16101,2,16501,16502,16,-0.0184,0.0293,-0.0266,0.0245,-0.024
16301,2,16915,16101,16,-0.0236,0.0231,-0.0197,0.0244,-0.0124
16501,1,16913,16914,16,NA,NA,NA,NA,NA
16502,2,0,0,16,-0.0121,0.0359,-0.0347,0.0384,-0.0253
16601,1,16501,16502,16,-0.0171,0.0325,-0.0263,0.0244,-0.0186
16602,2,16501,16502,16,NA,NA,NA,NA,NA
16702,1,16601,16902,16,NA,NA,NA,NA,NA
16703,1,16601,16902,16,-0.0237,0.0242,-0.0224,0.0194,-0.0144
16704,1,16904,16602,16,NA,NA,NA,NA,NA
16802,1,16913,16914,16,NA,NA,NA,NA,NA
16803,2,16913,16914,16,NA,NA,NA,NA,NA
16804,2,16913,16914,16,NA,NA,NA,NA,NA
16901,2,16918,16919,16,-0.0365,0.0398,-0.01,0.0259,-0.028
16902,2,16916,16901,16,-0.0336,0.0179,-0.0167,0.0143,-0.0127
16903,2,16920,16921,16,-0.0352,0.0338,-0.013,0.0135,-0.021
16904,1,0,0,16,NA,NA,NA,NA,NA
16905,1,16912,16903,16,-0.0324,0.0335,-0.014,0.0223,-0.017
16906,1,16916,16901,16,-0.0342,0.0129,-0.0124,0.0104,-0.0102
16907,2,0,0,16,NA,NA,NA,NA,NA
16908,1,16906,16907,16,NA,NA,NA,NA,NA
16909,2,16916,16901,16,-0.0312,0.0111,-0.0135,0.019,-0.0135
16910,2,16917,16909,16,NA,NA,NA,NA,NA
16911,2,16912,16903,16,-0.0298,0.0327,-0.018,0.024,-0.0115
16912,1,0,0,16,-0.0295,0.0284,-0.0271,0.0389,-0.0069
16913,1,0,0,16,NA,NA,NA,NA,NA
16914,2,0,0,16,NA,NA,NA,NA,NA
16915,1,0,0,16,NA,NA,NA,NA,NA
16916,1,0,0,16,NA,NA,NA,NA,NA
16917,1,0,0,16,NA,NA,NA,NA,NA
16918,1,0,0,16,NA,NA,NA,NA,NA
16919,2,0,0,16,NA,NA,NA,NA,NA
16920,1,16918,16919,16,NA,NA,NA,NA,NA
16921,2,0,0,16,NA,NA,NA,NA,NA
17101,1,17928,17929,17,-0.024,-0.0926,0.0291,-0.0183,-0.024
17201,2,17926,17927,17,0.0657,0.0135,-0.0079,0.0056,-0.0147
17301,1,17101,17201,17,0.0138,-0.0422,0.0071,-0.0044,-0.0154
17302,2,17101,17201,17,0.0215,-0.0496,0.0153,-0.0126,-0.0246
17303,1,17101,17201,17,0.0252,-0.0412,0.0118,-0.0066,-0.0176
17602,1,17928,17929,17,-0.0211,-0.0932,0.0186,-0.0087,-0.0129
17605,1,17928,17929,17,NA,NA,NA,NA,NA
17703,1,17602,17902,17,-0.0194,-0.0342,0.005,-0.0016,-0.0061
17705,2,17605,17912,17,-0.0022,-0.0289,-0.0079,0.0201,-0.0117
17706,2,17602,17902,17,-0.0167,-0.0484,0.0091,0.0069,0.0036
17707,2,17602,17902,17,-0.0155,-0.0402,5.00E-04,-0.0012,-0.003
17708,2,17602,17902,17,-0.0163,-0.0486,0.0113,0.0022,-0.0061
17709,2,17605,17912,17,-4.00E-04,-0.0522,-0.0047,0.0127,-0.0161
17801,1,17920,17921,17,-0.0356,-0.2051,0.0717,-0.0427,-0.0269
17802,1,17920,17921,17,NA,NA,NA,NA,NA
17805,2,17922,17923,17,-0.0054,0.0157,-0.0136,0.0133,-3.00E-04
17806,1,17920,17921,17,NA,NA,NA,NA,NA
17901,2,17926,17927,17,NA,NA,NA,NA,NA
17902,2,0,0,17,NA,NA,NA,NA,NA
17903,2,17806,17805,17,-0.0204,-0.0974,0.0334,-0.0141,-0.01
17904,1,17907,17908,17,NA,NA,NA,NA,NA
17906,2,17907,17908,17,-0.0182,-0.0438,0.0183,0.0011,-0.0275
17907,1,0,0,17,NA,NA,NA,NA,NA
17908,2,17802,17924,17,NA,NA,NA,NA,NA
17909,1,17907,17908,17,-0.0218,-0.048,0.0214,-0.0051,-0.0359
17910,1,17913,17925,17,NA,NA,NA,NA,NA
17911,2,17913,17925,17,-0.0226,-0.1081,0.0316,-0.0814,-0.044
17912,2,0,0,17,0.0271,0.0147,-0.0392,0.0518,-0.0118
17913,1,0,0,17,-0.0156,-0.104,0.0285,-0.1263,-0.0591
17914,2,17913,17925,17,-0.0222,-0.1126,0.0349,-0.0699,-0.0441
17920,1,0,0,17,NA,NA,NA,NA,NA
17921,2,0,0,17,NA,NA,NA,NA,NA
17922,1,0,0,17,NA,NA,NA,NA,NA
17923,2,0,0,17,NA,NA,NA,NA,NA
17924,2,0,0,17,NA,NA,NA,NA,NA
17925,2,17802,17924,17,NA,NA,NA,NA,NA
17926,1,0,0,17,NA,NA,NA,NA,NA
17927,2,0,0,17,NA,NA,NA,NA,NA
17928,1,17922,17923,17,NA,NA,NA,NA,NA
17929,2,17920,17921,17,NA,NA,NA,NA,NA
18101,2,18916,18917,18,-0.0277,0.0105,-0.0063,0.0085,-0.0349
18201,1,18921,18922,18,0.015,0.015,-0.0066,0.012,-0.0085
18301,1,18201,18101,18,-0.0091,0.0125,-0.007,0.0111,-0.0193
18302,2,18201,18101,18,-0.0045,0.012,-0.0037,0.0142,-0.0247
18401,2,18903,18302,18,-0.01,0.0185,0.0025,0.0303,-0.027
18601,1,18916,18917,18,-0.0274,0.0085,-0.0061,0.0071,-0.0321
18602,2,18916,18917,18,-0.031,0.0094,-0.0088,0.0085,-0.0311
18701,2,18601,18902,18,0.0102,0.0107,-0.0192,0.0264,-0.0019
18702,1,18601,18902,18,0.0116,0.0121,-0.0148,0.0251,-0.001
18705,2,18920,18602,18,-0.0281,0.0137,-0.013,0.0098,-0.0193
18710,1,18920,18602,18,-0.0265,0.0097,-0.0112,0.0123,-0.0255
18801,2,18914,18915,18,NA,NA,NA,NA,NA
18901,2,18913,18801,18,NA,NA,NA,NA,NA
18902,2,0,0,18,0.0401,0.0158,-0.0306,0.0466,0.0237
18903,1,0,0,18,-0.0256,0.0189,0.0047,0.0422,-0.0281
18904,2,18923,18907,18,0.0067,0.0201,-0.0133,0.012,-0.0028
18905,1,18923,18907,18,0.0119,0.0176,-0.0102,0.014,-0.0018
18906,1,18923,18907,18,0.0129,0.0172,-0.0106,0.0107,-0.0024
18907,2,18921,18922,18,0.0065,0.015,-0.0101,0.0166,-0.0024
18908,1,18923,18907,18,0.0172,0.0197,-0.0063,0.012,-0.0019
18909,2,18918,18919,18,NA,NA,NA,NA,NA
18910,2,0,0,18,-0.0413,0.0926,0.1235,-0.0204,0.0338
18911,1,18905,18910,18,-0.0081,0.0535,0.0566,-9.00E-04,0.0144
18912,1,18905,18910,18,-0.0147,0.0565,0.0594,-5.00E-04,0.016
18913,1,0,0,18,NA,NA,NA,NA,NA
18914,1,0,0,18,NA,NA,NA,NA,NA
18915,2,0,0,18,NA,NA,NA,NA,NA
18916,1,18914,18915,18,NA,NA,NA,NA,NA
18917,2,0,0,18,NA,NA,NA,NA,NA
18918,1,18916,18917,18,NA,NA,NA,NA,NA
18919,2,0,0,18,NA,NA,NA,NA,NA
18920,1,0,0,18,NA,NA,NA,NA,NA
18921,1,0,0,18,NA,NA,NA,NA,NA
18922,2,0,0,18,NA,NA,NA,NA,NA
18923,1,0,0,18,NA,NA,NA,NA,NA
19101,2,19914,19915,19,-0.0203,0.0157,-0.0095,0.0137,-0.0039
19201,1,19916,19917,19,-0.026,0.0187,-0.0102,0.0075,-0.0178
19301,1,19201,19101,19,NA,NA,NA,NA,NA
19601,2,19914,19915,19,-0.0129,0.0142,-0.009,0.013,-0.0104
19602,2,19914,19915,19,NA,NA,NA,NA,NA
19603,1,19914,19915,19,NA,NA,NA,NA,NA
19701,1,19919,19920,19,NA,NA,NA,NA,NA
19703,1,19701,19601,19,-0.012,0.021,-0.0042,0.016,-0.011
19901,1,62901,19903,19,NA,NA,NA,NA,NA
19902,2,19701,19601,19,NA,NA,NA,NA,NA
19903,2,0,0,19,NA,NA,NA,NA,NA
19904,1,19916,19917,19,NA,NA,NA,NA,NA
19905,1,19904,19907,19,-0.0151,-0.0333,-0.0022,0.0104,0.0039
